occ2_tgt3_hid0_seed89_stack_uc0_semantic | goal=stack seed=89 | placed green_object@free_001 line=130 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=2 | placed red_object@free_007 line=336 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=2 | placed orange_object@free_024 line=504 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=2 | placed green_object@free_010 line=225 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=2 | placed red_object@free_007 line=338 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=2 | placed orange_object@free_024 line=481 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic | goal=holding seed=2 | placed green_object@free_009 line=142 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic | goal=holding seed=2 | placed red_object@free_007 line=230 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic | goal=holding seed=2 | placed orange_object@free_024 line=722 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic_mbs0.01 | goal=holding seed=2 | placed green_object@free_007 line=148 -> reblocks ['shadow_of_green_object', 'shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic_mbs0.01 | goal=holding seed=2 | placed red_object@free_057 line=240 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic_mbs0.05 | goal=holding seed=2 | placed red_object@free_007 line=363 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic_mbs0.05 | goal=holding seed=2 | placed orange_object@free_003 line=583 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic_mbs0.1 | goal=holding seed=2 | placed red_object@free_007 line=216 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic_mbs0.1 | goal=holding seed=2 | placed orange_object@free_011 line=413 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic_mbs0.135 | goal=holding seed=2 | placed red_object@free_001 line=211 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic_mbs0.135 | goal=holding seed=2 | placed green_object@free_018 line=570 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_semantic_mbs0.135 | goal=holding seed=2 | placed orange_object@free_028 line=1511 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_uniform | goal=holding seed=2 | placed red_object@free_092 line=134 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed2_holding_uc0_uniform | goal=holding seed=2 | placed orange_object@free_170 line=317 -> reblocks ['shadow_390'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=118852279 | placed green_object@free_002 line=244 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=118852279 | placed purple_object@free_064 line=524 -> reblocks ['shadow_074', 'shadow_075', 'shadow_076'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=118852279 | placed orange_object@free_042 line=813 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=118852279 | placed orange_object@free_002 line=239 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=118852279 | placed red_object@free_012 line=240 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=4 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=118852279 | placed green_object@free_016 line=334 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=118852279 | placed purple_object@free_001 line=601 -> reblocks ['shadow_031', 'shadow_032', 'shadow_033'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=118852279 | placed blue_object@free_045 line=1050 -> reblocks ['shadow_013'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=118852279 | placed orange_object@free_041 line=11281 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_semantic | goal=holding seed=34 | placed red_object@free_006 line=236 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_semantic | goal=holding seed=34 | placed orange_object@free_021 line=348 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_semantic_mbs0.01 | goal=holding seed=34 | placed red_object@free_022 line=321 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_semantic_mbs0.01 | goal=holding seed=34 | placed orange_object@free_004 line=621 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_semantic_mbs0.05 | goal=holding seed=34 | placed orange_object@free_005 line=143 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_semantic_mbs0.1 | goal=holding seed=34 | placed red_object@free_001 line=322 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_semantic_mbs0.1 | goal=holding seed=34 | placed orange_object@free_015 line=618 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_semantic_mbs0.135 | goal=holding seed=34 | placed orange_object@free_001 line=141 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_semantic_mbs0.18 | goal=holding seed=34 | placed red_object@free_006 line=568 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_semantic_mbs0.18 | goal=holding seed=34 | placed orange_object@free_017 line=679 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_uniform | goal=holding seed=34 | placed red_object@free_165 line=260 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed34_holding_uc0_uniform | goal=holding seed=34 | placed orange_object@free_047 line=379 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed36_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=36 | placed green_object@free_002 line=240 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed36_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=36 | placed orange_object@free_001 line=469 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed36_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=36 | placed red_object@free_081 line=621 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed36_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=36 | placed cyan_object@free_113 line=1916 -> reblocks ['shadow_137'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed36_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=36 | placed red_object@free_001 line=796 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: Could not release held object after retries — aborted to avoid double-grasp (0 unsearched shadows remaining)
randpairs_occ3_seed36_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=36 | placed green_object@free_002 line=1008 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Could not release held object after retries — aborted to avoid double-grasp (0 unsearched shadows remaining)
